price,type,bathrooms,size,address,date
"$2,200+1 bd",,,,"2627 Fulton St. | 2627 Fulton St, Berkeley, CA",2021-10-09
"$2,795/mo",2bds,2ba,720sqft,"2335 Russell St, Berkeley, CA 94705",2021-10-09
"$1,950+/mo",1bd,1ba,600sqft,"1945 Berkeley Way #A1RZNF1K7, Berkeley, CA 94704",2021-10-09
"$2,500/mo",2bds,1ba,750sqft,"1600 Stuart St, Berkeley, CA 94703",2021-10-09
"$1,700/mo",1bd,1ba,--sqft,"1341 University Ave #1341, Berkeley, CA 94702",2021-10-09
"$1,175/mo",Studio,1ba,--sqft,"1741 Martin Luther King Jr Way #4A, Berkeley, CA 94709",2021-10-09
"$1,950/mo",Studio,1ba,500sqft,"1206 Oregon St #B, Berkeley, CA 94702",2021-10-09
"$2,861Studio","$4,888+2 bds",,,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2021-10-09
"$3,910/mo",1bd,1ba,742sqft,"1950 Addison St #601, Berkeley, CA 94704",2021-10-09
"$2,400+1 bd","$2,800+2 bds",,,"The Delaware | 1080 Delaware St, Berkeley, CA",2021-10-09
"$1,995+1 bd",,,,"2033 Haste Street | 2033 Haste St, Berkeley, CA",2021-10-09
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-10-09
"$3,635+2 bds","$6,0103 bds",,,"Hillside Village | 1801 Shattuck Ave, Berkeley, CA",2021-10-09
"$2,595/mo",2bds,1ba,825sqft,"2316 Ward St APT 1, Berkeley, CA 94705",2021-10-09
"$1,495/mo",Studio,1ba,465sqft,"2908 Otis St #A, Berkeley, CA 94703",2021-10-09
"$2,450/mo",1bd,--ba,670sqft,"2325 McKinley Ave APT 1, Berkeley, CA 94703",2021-10-09
"$1,950/mo",1bd,1ba,522sqft,"3110 California St, Berkeley, CA 94703",2021-10-09
"$3,5592 bds","$4,9203 bds",,,"1122U | 1122 University Ave, Berkeley, CA",2021-10-09
"$2,758Studio","$4,4482 bds",,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2021-10-09
"$3,043+1 bd","$3,6352 bds",,,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2021-10-09
"$2,376+Studio","$2,610+1 bd","$3,480+2 bds",,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2021-10-09
"$3,311+Studio","$3,647+1 bd","$3,975+2 bds",,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2021-10-09
"$4,481+2 bds",,,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2021-10-09
"$3,749+1 bd","$5,823+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2021-10-09
"$2,980+Studio","$3,220+1 bd","$4,525+2 bds",,"Blake at Berkeley | 2033 Blake St, Berkeley, CA",2021-10-09
"$2,000/mo",1bd,1ba,650sqft,"2012 Grant St APT 1, Berkeley, CA 94703",2021-10-09
"$2,495/mo",1bd,1ba,796sqft,"2712 Derby St APT 6, Berkeley, CA 94705",2021-10-09
"$3,299+2 bds",,,,"2013 Second Street | 2013 2nd St, Berkeley, CA",2021-10-09
"$3,495/mo",2bds,1ba,--sqft,"1911-1913 Berryman St #1911B, Berkeley, CA 94709",2021-10-09
"$2,850/mo",2bds,2ba,--sqft,"2393 Virginia St #1, Berkeley, CA 94709",2021-10-09
"$2,500/mo",1bd,1ba,450sqft,"(undisclosed Address), Berkeley, CA 94702",2021-10-09
"$1,800/mo",Studio,1ba,445sqft,"2421 Durant Ave UNIT 4, Berkeley, CA 94704",2021-10-09
"$3,945/mo",2bds,2ba,750sqft,"2120 Grant St, Berkeley, CA 94703",2021-10-09
"$2,400/mo",2bds,1ba,800sqft,"1215 Blake St #D, Berkeley, CA 94702",2021-10-09
"$2,850/mo",1bd,1ba,"1,105sqft","906 Bancroft Way, Berkeley, CA 94710",2021-10-09
"$4,750/mo",3bds,2ba,"1,552sqft","1113 Parker St, Berkeley, CA 94702",2021-10-09
"$1,600/mo",Studio,1ba,450sqft,"2631 Benvenue Ave #9, Berkeley, CA 94704",2021-10-09
"$1,750/mo",Studio,1ba,450sqft,"2907 Telegraph Ave FLOOR 1, Berkeley, CA 94705",2021-10-09
"$1,900/mo",2bds,1ba,"1,000sqft","2149 Russell St #1, Berkeley, CA 94705",2021-10-09
"$2,700/mo",3bds,1ba,900sqft,"1817 63rd St, Berkeley, CA 94703",2021-10-09
