price,type,bathrooms,size,address,date
"$1,995+1 bd",,,,"2033 Haste Street | 2033 Haste St, Berkeley, CA",2021-09-13
"$3,611+Studio","$3,947+1 bd","$4,275+2 bds","$6,744+3 bds","Modera Berkeley | 2119 University Ave, Berkeley, CA",2021-09-13
"$1,950+/mo",1bd,1ba,600sqft,"1945 Berkeley Way #A1RZNF1K7, Berkeley, CA 94704",2021-09-13
"$1,175/mo",Studio,1ba,--sqft,"1741 Martin Luther King Jr Way #1B, Berkeley, CA 94709",2021-09-13
"$2,400+1 bd","$2,800+2 bds",,,"The Delaware | 1080 Delaware St, Berkeley, CA",2021-09-13
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-09-13
"$2,700+1 bd","$3,600+2 bds",,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2021-09-13
"$2,195+Studio","$2,495+1 bd","$3,495+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2021-09-13
"$1,795+1 bd",,,,"1616 Prince St. | 1616 Prince St, Berkeley, CA",2021-09-13
"$2,461+Studio","$3,005+1 bd","$3,976+2 bds",,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2021-09-13
"$2,250/mo",1bd,1ba,400sqft,"1760 Franklin St, Berkeley, CA 94702",2021-09-13
"$2,000/mo",1bd,1ba,800sqft,"1305 66th St #2, Berkeley, CA 94702",2021-09-13
"$2,200/mo",1bd,1ba,600sqft,"1752 10th St #1752, Berkeley, CA 94710",2021-09-13
"$2,695/mo",2bds,1ba,745sqft,"1234 Burnett St, Berkeley, CA 94702",2021-09-13
"$2,150/mo",2bds,1ba,568sqft,"2922 Otis St #D, Berkeley, CA 94703",2021-09-13
"$3,500/mo",3bds,2.5ba,"1,150sqft","931 Bancroft Way #2, Berkeley, CA 94710",2021-09-13
"$2,500+1 bd","$4,000+3 bds",,,"Claremont Residence | 2924 Claremont Ave, Berkeley, CA",2021-09-13
"$3,299+2 bds",,,,"2013 Second Street | 2013 2nd St, Berkeley, CA",2021-09-13
"$2,150/mo",1bd,1ba,500sqft,"2130 Woolsey St #C, Berkeley, CA 94705",2021-09-13
"$4,676+3 bds",,,,"1122U | 1122 University Ave, Berkeley, CA",2021-09-13
"$2,6951 bd","$2,9952 bds",,,"22 Domingo Ave | 22 Domingo Ave, Berkeley, CA",2021-09-13
"$1,550/mo",Studio,1ba,350sqft,"3046 Fulton St APT A, Berkeley, CA 94705",2021-09-13
"$3,000/mo",1bd,1ba,850sqft,"1342 Ordway St #A, Berkeley, CA 94702",2021-09-13
"$1,900/mo",1bd,1ba,--sqft,"2328 7th St APT F, Berkeley, CA 94710",2021-09-13
"$3,950/mo",4bds,2ba,"1,330sqft","1522 6th St #A, Berkeley, CA 94710",2021-09-13
"$3,066+1 bd",,,,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2021-09-13
"$2,600/mo",2bds,1ba,--sqft,"1921 Francisco St #5C, Berkeley, CA 94709",2021-09-13
"$3,250/mo",2bds,1ba,--sqft,"2401 Fulton St #3, Berkeley, CA 94704",2021-09-13
"$2,150/mo",2bds,1ba,700sqft,"1632 Oregon St #C, Berkeley, CA 94703",2021-09-13
"$3,000/mo",3bds,2ba,850sqft,"1717 Blake St APT C, Berkeley, CA 94703",2021-09-13
"$2,800/mo",1bd,1ba,802sqft,"2629 Piedmont Ave E, Berkeley, CA 94704",2021-09-13
"$3,150/mo",2bds,2ba,945sqft,"3001 Telegraph Ave APT 308, Berkeley, CA 94705",2021-09-13
"$1,988/mo",1bd,1ba,625sqft,"1919 Curtis St APT 6, Berkeley, CA 94702",2021-09-13
"$1,850/mo",Studio,1ba,400sqft,"2428 Bancroft Way #6, Berkeley, CA 94704",2021-09-13
"$2,862Studio","$3,8352 bds","$6,0103 bds",,"Hillside Village | 1801 Shattuck Ave, Berkeley, CA",2021-09-13
"$2,195/mo",1bd,1ba,--sqft,"1626 Fairview St #B, Berkeley, CA 94703",2021-09-13
"$2,550/mo",2bds,1ba,660sqft,"1118 Delaware St APT B, Berkeley, CA 94702",2021-09-13
"$2,500/mo",1bd,1ba,500sqft,"2820 Wallace St #B, Berkeley, CA 94702",2021-09-13
"$2,400/mo",2bds,1ba,750sqft,"1813 63rd St APT B, Berkeley, CA 94703",2021-09-13
"$1,988/mo",1bd,1ba,872sqft,"1515 Harmon St APT 7, Berkeley, CA 94703",2021-09-13
