price,type,bathrooms,size,address,date
"$2,775/mo",2bds,1ba,700sqft,"(undisclosed Address), Berkeley, CA 94703",2021-04-13
"$2,650/mo",2bds,1ba,850sqft,"1650 Tyler St #A, Berkeley, CA 94703",2021-04-13
"$2,800/mo",2bds,1ba,900sqft,"2232 Blake St APT 6, Berkeley, CA 94704",2021-04-13
"$2,950+2 bds",,,,"2398 Parker St. | 2398 Parker St, Berkeley, CA",2021-04-13
"$2,695/mo",2bds,1ba,850sqft,"1637 Franklin St #1, Berkeley, CA 94702",2021-04-13
"$2,500/mo",2bds,1ba,"2,204sqft","1474 7th St, Berkeley, CA 94710",2021-04-13
"$2,395/mo",1bd,1ba,600sqft,"2355 Hilgard Ave APT 105, Berkeley, CA 94709",2021-04-13
"$1,899+Studio",,,,"2535 Regent St, Berkeley, CA",2021-04-13
"$3,799/mo",2bds,1ba,"1,100sqft","1715 Spruce St APT 2, Berkeley, CA 94709",2021-04-13
"$2,260/mo",1bd,1ba,700sqft,"1102 Francisco St, Berkeley, CA 94702",2021-04-13
"$3,5811 bd","$5,646+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2021-04-13
"$3,330+2 bds",,,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2021-04-13
"$3,595/mo",2bds,1ba,--sqft,"2515 Benvenue Ave APT 311, Berkeley, CA 94704",2021-04-13
"$1,850+1 bd",,,,"1749 Oxford St, Berkeley, CA",2021-04-13
"$2,800/mo",2bds,1ba,--sqft,"1734 Spruce St #4, Berkeley, CA 94709",2021-04-13
"$2,400+1 bd","$2,800+2 bds",,,"The Delaware | 1080 Delaware St, Berkeley, CA",2021-04-13
"$2,895/mo",2bds,1ba,710sqft,"1524 Berkeley Way, Berkeley, CA 94703",2021-04-13
"$3,400+2 bds",,,,"1809 Blake St, Berkeley, CA",2021-04-13
"$2,249+Studio","$3,110+1 bd","$3,815+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2021-04-13
"$2,195+Studio","$2,495+1 bd","$3,495+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2021-04-13
"$2,596Studio","$2,859+2 bds","$3,976+3 bds","$6,435+5 bds","1122U | 1122 University Ave, Berkeley, CA",2021-04-13
"$1,650+Studio",,,,"2555 Virginia Street | 2555 Virginia St, Berkeley, CA",2021-04-13
"$2,506Studio","$2,634+1 bd","$3,870+2 bds",,"The Dwight | 2121 Dwight Way, Berkeley, CA",2021-04-13
"$5,500/mo",4bds,3ba,--sqft,"594 San Luis Rd #594, Berkeley, CA 94707",2021-04-13
"$1,9501 bd","$2,7502 bds",,,"2521 Regent St, Berkeley, CA",2021-04-13
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-04-13
"$2,175+1 bd","$3,150+2 bds",,,"Higby | 3015 San Pablo Ave, Berkeley, CA",2021-04-13
"$2,395Studio","$2,9951 bd","$4,395+2 bds","$5,495+3 bds","The Granada | 2510 Bancroft Way, Berkeley, CA",2021-04-13
"$1,895/mo",1bd,1ba,600sqft,"(undisclosed Address), Berkeley, CA 94702",2021-04-13
"$2,700+1 bd","$3,600+2 bds",,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2021-04-13
"$2,500/mo",1bd,1ba,700sqft,"1947 Virginia St, Berkeley, CA 94709",2021-04-13
"$7,500/mo",4bds,3ba,--sqft,"2623 College Ave #1, Berkeley, CA 94704",2021-04-13
"$2,500/mo",1bd,1ba,800sqft,"1719 Parker St, Berkeley, CA 94703",2021-04-13
"$2,399/mo",2bds,1ba,640sqft,"2310 Roosevelt Ave APT 1, Berkeley, CA 94703",2021-04-13
"$1,995/mo",1bd,1ba,500sqft,"1340 67th St #C, Berkeley, CA 94702",2021-04-13
"$1,700+1 bd",,,,"2521 Piedmont Avenue | 2521 Piedmont Ave, Berkeley, CA",2021-04-13
"$3,062+2 bds",,,,"Telegraph Gardens | 3001 Telegraph Ave, Berkeley, CA",2021-04-13
"$2,900/mo",2bds,1ba,--sqft,"2814 College Ave APT 1, Berkeley, CA 94705",2021-04-13
"$1,800Studio","$3,4002 bds",,,"2427 Durant Ave, Berkeley, CA",2021-04-13
"$3,200/mo",2bds,1ba,648sqft,"2079 Delaware St #25, Berkeley, CA 94709",2021-04-13
