price,type,bathrooms,size,address,date
"$1,950+Studio",,,,"2644 Dwight Way | 2644 Dwight Way, Berkeley, CA",2021-04-21
"$2,300+1 bd","$3,150+2 bds",,,"Higby | 3015 San Pablo Ave, Berkeley, CA",2021-04-21
"$1,490Studio","$3,4903 bds",,,"2431 College Ave, Berkeley, CA",2021-04-21
"$1,675/mo",1bd,1ba,--sqft,"1627 Oxford St, Berkeley, CA 94709",2021-04-21
"$2,240+Studio","$2,490+1 bd","$4,380+2 bds",,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2021-04-21
"$2,773+1 bd","$3,679+2 bds",,,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2021-04-21
"$7,195/mo",5bds,4ba,"1,475sqft","2641 Regent St #2641, Berkeley, CA 94704",2021-04-21
"$1,175/mo",--bds,1ba,--sqft,"1741 Martin Luther King Jr Way #4B, Berkeley, CA 94709",2021-04-21
"$3,495/mo",3bds,2.5ba,"1,300sqft","3001 Eola St #C, Berkeley, CA 94703",2021-04-21
"$2,8002 bds","$4,8003 bds",,,"1734 Spruce St, Berkeley, CA",2021-04-21
"$5,898/mo",2bds,2ba,"1,598sqft","2055 Center St APT 904, Berkeley, CA 94704",2021-04-21
"$2,776+1 bd","$2,580+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2021-04-21
"$2,249+Studio","$3,110+1 bd","$3,815+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2021-04-21
"$2,506+Studio","$2,777+1 bd","$3,786+2 bds",,"The Dwight | 2121 Dwight Way, Berkeley, CA",2021-04-21
"$4,395/mo",4bds,1ba,665sqft,"2213 Dwight Way APT 3, Berkeley, CA 94704",2021-04-21
"$2,495/mo",2bds,1ba,750sqft,"2450 Milvia St #21, Berkeley, CA 94704",2021-04-21
"$2,950/mo",1bd,1ba,850sqft,"2737 Garber St APT 9, Berkeley, CA 94705",2021-04-21
"$2,495/mo",2bds,1ba,800sqft,"2007 Haste St APT 2, Berkeley, CA 94704",2021-04-21
"$2,750+2 bds",,,,"1910 Berryman St, Berkeley, CA",2021-04-21
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-04-21
"$2,500/mo",1bd,1ba,650sqft,"1406 Henry St APT O, Berkeley, CA 94709",2021-04-21
"$2,195+Studio","$2,495+1 bd","$3,495+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2021-04-21
"$2,950/mo",2bds,1ba,729sqft,"2110 Spaulding Ave APT C, Berkeley, CA 94703",2021-04-21
"$1,600/mo",1bd,1ba,500sqft,"1406 Harmon St #A, Berkeley, CA 94702",2021-04-21
"$1,975/mo",1bd,1ba,--sqft,"1801 Rose St APT 5, Berkeley, CA 94703",2021-04-21
"$2,395Studio","$2,9951 bd","$4,395+2 bds","$5,495+3 bds","The Granada | 2510 Bancroft Way, Berkeley, CA",2021-04-21
"$1,896+Studio","$2,859+2 bds","$3,976+3 bds","$6,435+5 bds","1122U | 1122 University Ave, Berkeley, CA",2021-04-21
"$1,750/mo",1bd,1ba,450sqft,"1238 Haskell St #D, Berkeley, CA 94702",2021-04-21
"$4,200/mo",3bds,2ba,750sqft,"1322 Ashby Ave, Berkeley, CA 94702",2021-04-21
"$2,450/mo",2bds,1ba,"3,787sqft","2108 Stuart St, Berkeley, CA 94705",2021-04-21
"$1,950/mo",Studio,1ba,400sqft,"2129 Stuart St, Berkeley, CA 94705",2021-04-21
"$2,700+1 bd","$3,600+2 bds",,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2021-04-21
"$3,100/mo",2bds,1ba,950sqft,"2538 Hillegass Ave APT C, Berkeley, CA 94704",2021-04-21
"$4,400/mo",4bds,1ba,950sqft,"2611 Hillegass Ave #B, Berkeley, CA 94704",2021-04-21
"$1,700+1 bd",,,,"2521 Piedmont Avenue | 2521 Piedmont Ave, Berkeley, CA",2021-04-21
"$2,995/mo",1bd,1ba,943sqft,"1823 Spruce St #C, Berkeley, CA 94709",2021-04-21
"$3,600/mo",2bds,1.5ba,"1,167sqft","814 Delaware St, Berkeley, CA 94710",2021-04-21
"$1,500/mo",Studio,1ba,--sqft,"2214 Channing Way #3, Berkeley, CA 94704",2021-04-21
"$2,450/mo",1bd,1ba,650sqft,"2500 Dana St APT 3, Berkeley, CA 94704",2021-04-21
"$1,450/mo",1bd,1ba,"1,000sqft","(undisclosed Address), Berkeley, CA 94709",2021-04-21
