price,type,bathrooms,size,address,date
"$2,836+Studio","$3,152+1 bd","$4,080+2 bds",,"Higby | 3015 San Pablo Ave, Berkeley, CA",2022-03-21
"$4,430+2 bds",,,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-03-21
"$2,989+Studio","$2,679+1 bd","$3,914+2 bds","$5,514+3 bds","Sterling Berkeley Collection | 1916 Oxford St, Berkeley, CA",2022-03-21
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-03-21
"$2,808+1 bd","$3,777+2 bds",,,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-03-21
"$2,495/mo",1bd,1ba,687sqft,"2712 Derby St APT 2, Berkeley, CA 94705",2022-03-21
"$3,593+1 bd","$3,589+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2022-03-21
"$3,667+1 bd","$3,675+2 bds",,,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-03-21
"$2,295+1 bd","$3,295+3 bds",,,"2732 Benvenue Ave. | 2732 Benvenue Ave, Berkeley, CA",2022-03-21
"$1,995+Studio","$2,295+1 bd","$2,995+2 bds","$4,195+3 bds","Shattuck Apartments | 2300-2350 Shattuck Sq, Berkeley, CA",2022-03-21
"$2,595+1 bd","$2,595+2 bds",,,"2456-2460 Parker St. | 2456-2460 Parker St, Berkeley, CA",2022-03-21
"$2,395+1 bd","$4,195+3 bds",,,"2540 Regent St. | 2540 Regent St, Berkeley, CA",2022-03-21
"$1,800+Studio","$2,095+1 bd","$3,520+2 bds","$4,000+3 bds","Parker House | 2511-2515 Parker St, Berkeley, CA",2022-03-21
"$2,195+1 bd","$3,195+2 bds",,,"2030 Dwight Way | 2030 Dwight Way, Berkeley, CA",2022-03-21
"$1,995+Studio","$3,295+2 bds",,,"2241 Durant Ave. | 2241 Durant Ave, Berkeley, CA",2022-03-21
"$2,895+Studio","$3,095+1 bd","$4,795+2 bds","$6,495+3 bds","URSA Berkeley | 2124 Bancroft Way, Berkeley, CA",2022-03-21
"$1,695+Studio","$2,795+2 bds",,,"2021 Channing Way | 2021 Channing Way, Berkeley, CA",2022-03-21
"$3,195+2 bds",,,,"2028 Dwight Way | 2028 Dwight Way, Berkeley, CA",2022-03-21
"$1,995+Studio","$1,995+1 bd",,,"2428 Milvia St. | 2428 Milvia St, Berkeley, CA",2022-03-21
"$3,211+1 bd",,,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-03-21
"$2,495/mo",1bd,1ba,600sqft,"1644 Oxford St #3, Berkeley, CA 94709",2022-03-21
"$2,600+1 bd",,,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-03-21
"$2,000/mo",Studio,1ba,350sqft,"2511 Hearst Avenue, 2511 Hearst Ave APT 309, Berkeley, CA 94709",2022-03-21
"$7,395/mo",5bds,4ba,"1,475sqft","2641 Regent St #2641, Berkeley, CA 94704",2022-03-21
"$6,395/mo",4bds,1.5ba,"1,550sqft","2724 Elmwood Ave #2720, Berkeley, CA 94705",2022-03-21
"$2,771+Studio","$3,768+1 bd","$4,459+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-03-21
"$2,596+Studio","$3,559+2 bds","$4,776+3 bds",,"1122U | 1122 University Ave, Berkeley, CA",2022-03-21
"$2,950/mo",2bds,1ba,880sqft,"2228 McKinley Ave #B, Berkeley, CA 94703",2022-03-21
"$2,500/mo",1bd,1ba,700sqft,"2409 Jefferson Ave APT 3, Berkeley, CA 94703",2022-03-21
"$3,063+Studio","$3,333+1 bd","$4,638+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-03-21
"$2,795/mo",2bds,1ba,750sqft,"1947 Dwight Way APT 2, Berkeley, CA 94704",2022-03-21
"$2,975+Studio","$3,715+1 bd",,,"The Addison | 1950 Addison St, Berkeley, CA",2022-03-21
"$3,050/mo",2bds,1ba,606sqft,"2 bed, $2,995, 2521 Regent St APT 3, Berkeley, CA 94704",2022-03-21
"$5,300/mo",3bds,1.5ba,"1,202sqft","1742 Spruce St APT 23, Berkeley, CA 94709",2022-03-21
"$1,695+Studio","$3,500+2 bds","$4,500+3 bds",,"2427 Durant Ave, Berkeley, CA",2022-03-21
"$2,103/mo",Studio,1ba,600sqft,"2339 Hilgard Ave APT 105, Berkeley, CA 94709",2022-03-21
"$2,799/mo",1bd,1ba,652sqft,"1569 Spruce St #8, Berkeley, CA 94709",2022-03-21
"$2,895/mo",2bds,1ba,880sqft,"2323 Parker St APT 4, Berkeley, CA 94704",2022-03-21
"$2,195/mo",2bds,1ba,--sqft,"1508 Parker St UNIT D, Berkeley, CA 94703",2022-03-21
"$1,750/mo",Studio,1ba,--sqft,"2609 Sacramento St #2609, Berkeley, CA 94702",2022-03-21
