price,type,bathrooms,size,address,date
"$1,800/mo",1bd,1ba,"1,000sqft","2210 Parker St #1, Berkeley, CA 94704",2022-04-03
"$2,461+Studio","$3,645+2 bds",,,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-04-03
"$2,975+Studio","$3,715+1 bd",,,"The Addison | 1950 Addison St, Berkeley, CA",2022-04-03
"$2,814+Studio","$3,768+1 bd","$4,449+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-04-03
"$3,063+Studio","$3,333+1 bd","$4,662+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-04-03
"$2,695/mo",2bds,1ba,750sqft,"1947 Dwight Way APT 2, Berkeley, CA 94704",2022-04-03
"$3,607+1 bd","$5,245+2 bds",,,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-04-03
"$2,739+Studio","$4,410+2 bds",,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-04-03
"$2,195+1 bd","$2,695+2 bds",,,"Hopkins Park | 1260 Hopkins St, Berkeley, CA",2022-04-03
"$2,989+Studio","$2,679+1 bd","$3,784+2 bds","$5,514+3 bds","Sterling Berkeley Collection | 2116 Allston Way, Berkeley, CA",2022-04-03
"$2,095+1 bd","$2,100+2 bds","$6,595+4 bds",,"2009-2011 Haste St. | 2009-2011 Haste St, Berkeley, CA",2022-04-03
"$3,195+2 bds","$4,195+3 bds",,,"2610 Regent St. | 2610 Regent St, Berkeley, CA",2022-04-03
"$2,895+Studio","$3,095+1 bd","$4,795+2 bds","$6,495+3 bds","URSA Berkeley | 2124 Bancroft Way, Berkeley, CA",2022-04-03
"$5,760/mo",3bds,1.5ba,"1,125sqft","1411 Spruce St APT 4, Berkeley, CA 94709",2022-04-03
"$1,995+1 bd","$4,595+3 bds",,,"2545 Benvenue Ave. | 2545 Benvenue Ave, Berkeley, CA",2022-04-03
"$2,300/mo",1bd,1ba,--sqft,"2521 San Pablo Ave APT A, Berkeley, CA 94702",2022-04-03
"$2,395/mo",Studio,1ba,420sqft,"1805 Spruce St, Berkeley, CA 94709",2022-04-03
"$2,100+1 bd","$3,000+2 bds",,,"3030 Regent St, Berkeley, CA",2022-04-03
"$2,596+Studio","$3,559+2 bds","$4,776+3 bds","$7,135+5 bds","1122U | 1122 University Ave, Berkeley, CA",2022-04-03
"$3,283+1 bd","$3,705+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2022-04-03
"$2,275+Studio","$2,695+1 bd","$3,695+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2022-04-03
"$3,095/mo",2bds,1ba,660sqft,"2 bed, 1.0 bath, $3,095, 2537 Fulton St APT 5, Berkeley, CA 94704",2022-04-03
"$3,150+2 bds",,,,"2620 Hillegass Ave | 2620 Hillegass Ave, Berkeley, CA",2022-04-03
"$2,395+1 bd","$3,195+2 bds",,,"Durant CAL Apartments | 2539 Durant Ave, Berkeley, CA",2022-04-03
"$2,250+1 bd","$2,295+2 bds","$3,395+3 bds",,"Channing Poolside Apartments | 1930 Channing Way, Berkeley, CA",2022-04-03
"$2,350/mo",1bd,1ba,--sqft,"Prospect Manor Apartments, 2430 Prospect St APT 101, Berkeley, CA 94704",2022-04-03
"$1,800+Studio","$2,000+1 bd","$1,450+2 bds",,"Allston Place | 2161 Allston Way, Berkeley, CA",2022-04-03
"$2,995/mo",1bd,1ba,--sqft,"2500 Durant Ave APT 206, Berkeley, CA 94704",2022-04-03
"$2,405+1 bd","$3,955+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-04-03
"$1,695/mo",Studio,1ba,--sqft,"120-3010 Adeline St #120, Emeryville, CA 94608",2022-04-03
"$6,295/mo",3bds,2ba,--sqft,"2520 College Ave #210, Berkeley, CA 94704",2022-04-03
"$3,195/mo",1bd,1ba,--sqft,"2410 Dwight Way APT 12, Berkeley, CA 94704",2022-04-03
"$2,495+Studio","$2,795+1 bd",,,"The Cambridge | 2500 Durant Ave, Berkeley, CA",2022-04-03
"$2,595+Studio","$4,795+2 bds","$6,295+3 bds",,"The Granada | 2510 Bancroft Way, Berkeley, CA",2022-04-03
"$2,395+1 bd","$4,195+3 bds",,,"2540 Regent St. | 2540 Regent St, Berkeley, CA",2022-04-03
"$3,250/mo",1bd,1ba,"1,100sqft","2742 Fulton St, Berkeley, CA 94705",2022-04-03
"$1,800+Studio","$2,000+1 bd","$1,450+2 bds",,"Stadium Place | 2310 Fulton St, Berkeley, CA",2022-04-03
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-04-03
"$3,083+1 bd","$4,363+2 bds",,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-04-03
"$1,900+/mo",1bd,1ba,600sqft,"M B Apartments, 1945 Berkeley Way, Berkeley, CA 94704",2022-04-03
