price,type,bathrooms,size,address,date
"$3,300+3 bds",,,,"2645 Fulton St, Berkeley, CA",2021-06-09
"$1,800/mo",1bd,1ba,650sqft,"1132 Parker St #D, Berkeley, CA 94702",2021-06-09
"$1,995/mo",1bd,1ba,520sqft,"1321 Dwight Way #G, Berkeley, CA 94702",2021-06-09
"$1,995Studio","$2,6501 bd",,,"1856 Spruce St. | 1856 Spruce St, Berkeley, CA",2021-06-09
"$2,995+1 bd","$3,4952 bds",,,"1812 University Avenue | 1812 University Ave, Berkeley, CA",2021-06-09
"$4,500/mo",3bds,1ba,"1,200sqft","2739 Stuart St, Berkeley, CA 94705",2021-06-09
"$1,995/mo",2bds,1ba,425sqft,"2450 Milvia St APT 31, Berkeley, CA 94704",2021-06-09
"$2,595+2 bds",,,,"2450 Milvia St, Berkeley, CA",2021-06-09
"$2,100/mo",1bd,1ba,--sqft,"1180 University Ave #5, Berkeley, CA 94702",2021-06-09
"$5,000/mo",3bds,2ba,"1,475sqft","2201 Virginia St, Berkeley, CA 94709",2021-06-09
"$3,300/mo",2bds,1ba,692sqft,"2079 Delaware St #21, Berkeley, CA 94709",2021-06-09
"$4,000/mo",3bds,2ba,"1,385sqft","1816 63rd St, Berkeley, CA 94703",2021-06-09
"$4,495+/mo",2bds,1ba,--sqft,"2520 College Ave #19GHGA13X, Berkeley, CA 94704",2021-06-09
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-06-09
"$2,395/mo",1bd,1ba,650sqft,"1100 Francisco St, Berkeley, CA 94702",2021-06-09
"$2,800/mo",1bd,1ba,550sqft,"1828 Blake St, Berkeley, CA 94703",2021-06-09
"$2,125/mo",1bd,1ba,--sqft,"2267 Hearst Ave APT 5, Berkeley, CA 94709",2021-06-09
"$3,100/mo",2bds,2ba,"2,629sqft","1201 Dwight Way, Berkeley, CA 94702",2021-06-09
"$1,675/mo",1bd,1ba,--sqft,"3205 College Ave APT 4, Berkeley, CA 94705",2021-06-09
"$2,325+2 bds",,,,"1921 Francisco St, Berkeley, CA",2021-06-09
"$2,495+2 bds",,,,"1921 Francisco St, Berkeley, CA",2021-06-09
"$1,895+1 bd","$2,695+2 bds",,,"2033 Haste Street | 2033 Haste St, Berkeley, CA",2021-06-09
"$1,850+1 bd",,,,"M B Apartments | 1945 Berkeley Way, Berkeley, CA",2021-06-09
"$2,850/mo",2bds,1ba,--sqft,"1503 Oxford St #1, Berkeley, CA 94709",2021-06-09
"$1,650/mo",Studio,1ba,--sqft,"2807 Shattuck Ave #6, Berkeley, CA 94705",2021-06-09
"$1,725/mo",Studio,1ba,400sqft,"2639 Fulton St #A, Berkeley, CA 94704",2021-06-09
"$1,895+/mo",1bd,1ba,600sqft,"1532 Milvia St #755ZEM5M9, Berkeley, CA 94709",2021-06-09
"$2,862+Studio","$3,968+2 bds",,,"Hillside Village | 1801 Shattuck Ave, Berkeley, CA",2021-06-09
"$2,200/mo",2bds,1ba,750sqft,"2431 8th St UNIT 2, Berkeley, CA 94710",2021-06-09
"$2,400+1 bd","$2,800+2 bds",,,"The Delaware | 1080 Delaware St, Berkeley, CA",2021-06-09
"$2,395Studio","$2,9951 bd","$4,5952 bds",,"The Granada | 2510 Bancroft Way, Berkeley, CA",2021-06-09
"$2,495/mo",2bds,1ba,840sqft,"2329 Dwight Way, Berkeley, CA 94704",2021-06-09
"$1,795+1 bd",,,,"1621 Blake street | 1621 Blake St, Berkeley, CA",2021-06-09
"$3,200/mo",3bds,1ba,--sqft,"2217 Channing Way APT C, Berkeley, CA 94704",2021-06-09
"$2,200/mo",1bd,1ba,--sqft,"1430 Josephine St APT O5, Berkeley, CA 94703",2021-06-09
"$4,095+/mo",2bds,2ba,--sqft,"1771 Highland Pl #5KCH5G54T, Berkeley, CA 94709",2021-06-09
"$2,195Studio","$2,5951 bd",,,"The Cambridge | 2500 Durant Ave, Berkeley, CA",2021-06-09
"$2,700+1 bd","$3,600+2 bds",,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2021-06-09
"$2,871Studio","$2,999+1 bd","$4,231+2 bds",,"The Dwight | 2121 Dwight Way, Berkeley, CA",2021-06-09
"$1,950/mo",1bd,1ba,--sqft,"1936 Cedar St #A, Berkeley, CA 94709",2021-06-09
