price,type,bathrooms,size,address,date
"$2,6951 bd","$3,2952 bds",,,"22 Domingo Ave, Berkeley, CA",2021-08-16
"$4,950/mo",3bds,1ba,"1,750sqft","3200 Ellis St, Berkeley, CA 94703",2021-08-16
"$2,400/mo",2bds,1ba,--sqft,"2313 Roosevelt Ave APT 6, Berkeley, CA 94703",2021-08-16
"$3,200/mo",2bds,1ba,--sqft,"2637 Regent St #302, Berkeley, CA 94704",2021-08-16
"$4,595/mo",2bds,1ba,600sqft,"2510 Bancroft Way #209, Berkeley, CA 94704",2021-08-16
"$5,300/mo",4bds,3ba,"1,736sqft","76 Florida Ave, Berkeley, CA 94707",2021-08-16
"$3,071/mo",1bd,1ba,709sqft,"2010 5th St #402, Berkeley, CA 94710",2021-08-16
"$4,448/mo",2bds,1ba,827sqft,"2121 Dwight Way UNIT 205, Berkeley, CA 94704",2021-08-16
"$2,350/mo",1bd,1ba,--sqft,"1313 Martin Luther King Jr Way #3, Berkeley, CA 94709",2021-08-16
"$4,495+/mo",2bds,1ba,--sqft,"2520 College Ave #19GHGA13X, Berkeley, CA 94704",2021-08-16
"$4,095/mo",2bds,1ba,763sqft,"1771 Highland Pl APT 303, Berkeley, CA 94709",2021-08-16
"$1,950+/mo",1bd,1ba,600sqft,"1945 Berkeley Way #A1RZNF1K7, Berkeley, CA 94704",2021-08-16
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2021-08-16
"$1,995+1 bd",,,,"2033 Haste Street | 2033 Haste St, Berkeley, CA",2021-08-16
"$2,295/mo",Studio,1ba,338sqft,"2500 Durant Ave #309, Berkeley, CA 94704",2021-08-16
"$2,400+1 bd","$2,800+2 bds",,,"The Delaware | 1080 Delaware St, Berkeley, CA",2021-08-16
"$3,611+Studio","$3,947+1 bd","$4,275+2 bds","$6,744+3 bds","Modera Berkeley | 2119 University Ave, Berkeley, CA",2021-08-16
"$1,6951 bd","$1,8952 bds",,,"1518 Julia St, Berkeley, CA",2021-08-16
"$2,350/mo",2bds,1ba,660sqft,"1903 Virginia St APT 2, Berkeley, CA 94709",2021-08-16
"$2,700+1 bd","$3,600+2 bds",,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2021-08-16
"$2,195+Studio","$2,495+1 bd","$3,495+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2021-08-16
"$2,500/mo",1bd,1ba,800sqft,"2022 Parker St, Berkeley, CA 94704",2021-08-16
"$2,450/mo",2bds,1ba,800sqft,"1232 Ashby Ave, Berkeley, CA 94702",2021-08-16
"$2,150/mo",Studio,1ba,420sqft,"2238 8th St #ADU, Berkeley, CA 94710",2021-08-16
"$2,975/mo",2bds,1.5ba,800sqft,"2217 9th St UNIT 1-4, Berkeley, CA 94710",2021-08-16
"$1,900/mo",1bd,1ba,300sqft,"1425 7th St APT 1, Berkeley, CA 94710",2021-08-16
"$2,695/mo",2bds,1ba,720sqft,"1600 Stuart St, Berkeley, CA 94703",2021-08-16
"$3,950/mo",2bds,1ba,"1,000sqft","(undisclosed Address), Berkeley, CA 94708",2021-08-16
"$1,970/mo",Studio,1ba,--sqft,"(undisclosed Address), Berkeley, CA 94702",2021-08-16
"$2,350/mo",2bds,1ba,--sqft,"3205 College Ave #1, Berkeley, CA 94705",2021-08-16
"$1,895/mo",1bd,1ba,600sqft,"1708 Dwight Way APT 5, Berkeley, CA 94703",2021-08-16
"$3,600/mo",2bds,2ba,"2,000sqft","2238 Rose St, Berkeley, CA 94709",2021-08-16
"$2,200/mo",1bd,1ba,500sqft,"(undisclosed Address), Berkeley, CA 94703",2021-08-16
"$2,700/mo",1bd,1ba,700sqft,"(undisclosed Address), Berkeley, CA 94705",2021-08-16
"$3,000/mo",2bds,2ba,"1,000sqft","2500 Martin Luther King Jr Way APT 204, Berkeley, CA 94704",2021-08-16
"$9,850/mo",7bds,3ba,"2,025sqft","2083 Delaware St, Berkeley, CA 94709",2021-08-16
"$1,9001 bd","$2,8002 bds",,,"2431 Ellsworth St, Berkeley, CA",2021-08-16
"$2,095+1 bd","$2,1252 bds",,,"2301 8th St, Berkeley, CA",2021-08-16
"$4,0471 bd","$4,773+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2021-08-16
"$3,350+3 bds",,,,"1321 Alcatraz Ave, Berkeley, CA",2021-08-16
