price,type,bathrooms,size,address,date
"$2,495+",Studio,,,"The Granada | 2510 Bancroft Way, Berkeley, CA",2024-07-08
"$2,795+",1 bd,,,"The Granada | 2510 Bancroft Way, Berkeley, CA",2024-07-08
"$3,995+",2 bds,,,"The Granada | 2510 Bancroft Way, Berkeley, CA",2024-07-08
"$5,395+",3 bds,,,"The Granada | 2510 Bancroft Way, Berkeley, CA",2024-07-08
"$3,995+",2 bds,,,"2252 Parker | 2252 Parker St, Berkeley, CA",2024-07-08
"$4,995+",3 bds,,,"2252 Parker | 2252 Parker St, Berkeley, CA",2024-07-08
"$3,195+",1 bd,,,"B28 | 2028 Bancroft Way, Berkeley, CA",2024-07-08
"$3,895+",2 bds,,,"2520 College | 2520 College Ave, Berkeley, CA",2024-07-08
"$4,995+",3 bds,,,"2520 College | 2520 College Ave, Berkeley, CA",2024-07-08
"$3,995/mo",2 bds,1 ba,729 sqft,"2363 Le Conte Ave, Berkeley, CA",2024-07-08
"$2,895+",Studio,,,"URSA Berkeley | 2124 Bancroft Way, Berkeley, CA",2024-07-08
"$2,895+",1 bd,,,"URSA Berkeley | 2124 Bancroft Way, Berkeley, CA",2024-07-08
"$6,595+",3 bds,,,"URSA Berkeley | 2124 Bancroft Way, Berkeley, CA",2024-07-08
"$2,650+",1 bd,,,"Artisan Berkeley | 2072 Addison St, Berkeley, CA",2024-07-08
"$4,595+",2 bds,,,"Artisan Berkeley | 2072 Addison St, Berkeley, CA",2024-07-08
"$2,095+",Studio,,,"Berkeley Park Apartments | 2025 Durant Ave, Berkeley, CA",2024-07-08
"$2,295+",1 bd,,,"Berkeley Park Apartments | 2025 Durant Ave, Berkeley, CA",2024-07-08
"$3,795+",2 bds,,,"Berkeley Park Apartments | 2025 Durant Ave, Berkeley, CA",2024-07-08
"$3,050+",1 bd,,,"The Berkeley Place Apartments | 2067 University Ave, Berkeley, CA",2024-07-08
"$4,595+",3 bds,,,"2369 Le Conte | 2369 Le Conte Ave, Berkeley, CA",2024-07-08
"$2,395+",Studio,,,"2500 Durant Ave | 2500 Durant Ave, Berkeley, CA",2024-07-08
"$2,695+",1 bd,,,"2500 Durant Ave | 2500 Durant Ave, Berkeley, CA",2024-07-08
"$3,795+",2 bds,,,"2500 Durant Ave | 2500 Durant Ave, Berkeley, CA",2024-07-08
"$3,895+",2 bds,,,"Telegraph Bays | 2616 Telegraph Ave, Berkeley, CA",2024-07-08
"$2,195+",1 bd,,,"Parker House | 2511-2515 Parker St, Berkeley, CA",2024-07-08
"$2,795+",Studio,,,"Ace Berkeley | 2108 Allston Way, Berkeley, CA",2024-07-08
"$3,500+",1 bd,,,"Ace Berkeley | 2108 Allston Way, Berkeley, CA",2024-07-08
"$5,810+",2 bds,,,"Ace Berkeley | 2108 Allston Way, Berkeley, CA",2024-07-08
"$9,880+",3 bds,,,"Ace Berkeley | 2108 Allston Way, Berkeley, CA",2024-07-08
"$2,295+",Studio,,,"Haste Street Apartments | 2605 Haste St, Berkeley, CA",2024-07-08
"$3,395+",1 bd,,,"Haste Street Apartments | 2605 Haste St, Berkeley, CA",2024-07-08
"$2,569+",Studio,,,"Blake at Berkeley | 2033 Blake St, Berkeley, CA",2024-07-08
"$4,795+",2 bds,,,"Blake at Berkeley | 2033 Blake St, Berkeley, CA",2024-07-08
"$3,445+",2 bds,,,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2024-07-08
"$2,200+",1 bd,,,"M B Apartments | 1945 Berkeley Way, Berkeley, CA",2024-07-08
"$3,300+",2 bds,,,"M B Apartments | 1945 Berkeley Way, Berkeley, CA",2024-07-08
"$3,495+",3 bds,,,"2620 Hillegass Ave | 2620 Hillegass Ave, Berkeley, CA",2024-07-08
"$2,895/mo",1 bd,1 ba,775 sqft,"Garden Court | 1799 Euclid Ave APT 2, Berkeley, CA",2024-07-08
"$3,400+/mo",2 bds,1 ba,654 sqft,"K Street Flats | 2020 Kittredge St, Berkeley, CA",2024-07-08
"$2,995+",1 bd,,,"1771 Highland | 1771 Highland Pl, Berkeley, CA",2024-07-08
"$6,195+",3 bds,,,"1771 Highland | 1771 Highland Pl, Berkeley, CA",2024-07-08
"$3,068+",Studio,,,"Modera Berkeley | 1922 Walnut St, Berkeley, CA",2024-07-08
"$3,293+",1 bd,,,"Modera Berkeley | 1922 Walnut St, Berkeley, CA",2024-07-08
"$3,759+",2 bds,,,"Modera Berkeley | 1922 Walnut St, Berkeley, CA",2024-07-08
"$5,440+",3 bds,,,"Modera Berkeley | 1922 Walnut St, Berkeley, CA",2024-07-08
"$2,495+/mo",1 bd,1 ba,675 sqft,"1800 Spruce St | 1800 Spruce St, Berkeley, CA",2024-07-08
"$3,549+",1 bd,,,"Stonefire Berkeley | 2010 Milvia St, Berkeley, CA",2024-07-08
"$3,899+",2 bds,,,"Stonefire Berkeley | 2010 Milvia St, Berkeley, CA",2024-07-08
"$3,721+",2 bds,,,"Bachenheimer | 2119 University Ave, Berkeley, CA",2024-07-08
"$2,600+",1 bd,,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2024-07-08
"$3,600+",2 bds,,,"New Californian | 1988 Martin Luther King Jr Way, Berkeley, CA",2024-07-08
"$1,236+",Studio,,,"Aquatic @ U | 2001 Milvia St, Berkeley, CA",2024-07-08
"$2,495+/mo",1 bd,1 ba,625 sqft,"2431 Ellsworth St | 2431 Ellsworth St, Berkeley, CA",2024-07-08
"$2,900+",1 bd,,,"The Dwight | 2729 Dwight Way, Berkeley, CA",2024-07-08
"$3,600+",2 bds,,,"The Dwight | 2729 Dwight Way, Berkeley, CA",2024-07-08
"$5,800+",3 bds,,,"The Dwight | 2729 Dwight Way, Berkeley, CA",2024-07-08
"$2,395+",1 bd,,,"2255 Hearst | 2255 Hearst Ave, Berkeley, CA",2024-07-08
"$2,495+",Studio,,,"2410 Dwight Way | 2410 Dwight Way, Berkeley, CA",2024-07-08
"$2,995+",2 bds,,,"2410 Dwight Way | 2410 Dwight Way, Berkeley, CA",2024-07-08
"$4,600+",3 bds,,,"2414 Telegraph | 2414 Telegraph Ave, Berkeley, CA",2024-07-08
"$6,000+",4 bds,,,"2414 Telegraph | 2414 Telegraph Ave, Berkeley, CA",2024-07-08
"$1,245+",Studio,,,"SHARED & PRIVATE Dorm Style Units | 2400 Durant Ave, Berkeley, CA",2024-07-08
"$795+",1 bd,,,"SHARED & PRIVATE Dorm Style Units | 2400 Durant Ave, Berkeley, CA",2024-07-08
"$1,895+",Studio,,,"2309 Blake | 2309 Blake St, Berkeley, CA",2024-07-08
"$2,195+",1 bd,,,"2309 Blake | 2309 Blake St, Berkeley, CA",2024-07-08
