price,type,bathrooms,size,address,date
"$3,110+Studio","$3,667+1 bd",,,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-04-17
"$2,989+Studio","$2,679+1 bd","$4,079+2 bds","$6,214+3 bds","Sterling Berkeley Collection | 2116 Allston Way, Berkeley, CA",2022-04-17
"$3,025/mo",3bds,1ba,850sqft,"2918 Deakin St APT 3, Berkeley, CA 94705",2022-04-17
"$3,595+2 bds","$5,495+3 bds",,,"Telegraph Bays | 2616 Telegraph Ave, Berkeley, CA",2022-04-17
"$2,596+Studio","$3,559+2 bds","$4,776+3 bds","$7,135+5 bds","1122U | 1122 University Ave, Berkeley, CA",2022-04-17
"$2,521+Studio","$2,868+1 bd","$3,600+2 bds",,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-04-17
"$2,595+Studio","$4,795+2 bds","$6,295+3 bds",,"The Granada | 2510 Bancroft Way, Berkeley, CA",2022-04-17
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-04-17
"$2,995/mo",2bds,1ba,800sqft,"2425 Grant St, Berkeley, CA 94703",2022-04-17
"$2,900+2 bds",,,,"2087 Delaware St, Berkeley, CA",2022-04-17
"$3,150+Studio","$3,635+1 bd",,,"The Addison | 1950 Addison St, Berkeley, CA",2022-04-17
"$3,600+/mo",2bds,1ba,450sqft,"1865 Euclid Avenue - 27, 1865 Euclid Ave, Berkeley, CA 94709",2022-04-17
"$3,600+/mo",2bds,1ba,698sqft,"1865 Euclid Avenue - 28, 1865 Euclid Ave, Berkeley, CA 94709",2022-04-17
"$3,088+Studio","$3,358+1 bd","$4,662+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-04-17
"$2,275+Studio","$2,695+1 bd","$3,695+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2022-04-17
"$2,400/mo",1bd,1ba,550sqft,"1704 Derby St, Berkeley, CA 94703",2022-04-17
"$2,732+Studio","$3,583+1 bd","$4,332+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-04-17
"$2,595/mo",2bds,1ba,575sqft,"2450 Milvia Street, 2450 Milvia St APT 36, Berkeley, CA 94704",2022-04-17
"$2,345+1 bd","$3,965+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-04-17
"$3,134+1 bd","$4,301+2 bds",,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-04-17
"$2,836+Studio","$3,152+1 bd","$3,793+2 bds",,"Higby | 3015 San Pablo Ave, Berkeley, CA",2022-04-17
"$2,739+Studio","$4,410+2 bds",,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-04-17
"$4,500+2 bds",,,,"Telegraph Gardens | 3001 Telegraph Ave, Berkeley, CA",2022-04-17
"$3,800/mo",2bds,1ba,650sqft,"UC Berkeley Duplex, 2311 Hearst Ave #2, Berkeley, CA 94709",2022-04-17
"$3,477+1 bd","$6,199+2 bds","$7,956+3 bds",,"2510 Channing Way | 2510 Channing Way, Berkeley, CA",2022-04-17
"$3,475+2 bds",,,,"2013 Second Street | 2013 2nd St, Berkeley, CA",2022-04-17
"$3,195/mo",1bd,1ba,830sqft,"1785 Spruce St #5, Berkeley, CA 94709",2022-04-17
"$3,100/mo",2bds,1ba,"1,200sqft","2810 Martin Luther King Jr Way, Berkeley, CA 94703",2022-04-17
"$2,095/mo",1bd,1ba,550sqft,"2617 College Ave APT 3, Berkeley, CA 94704",2022-04-17
"$2,495+1 bd","$2,995+2 bds","$6,595+4 bds",,"2015 Haste St. | 2015 Haste St, Berkeley, CA",2022-04-17
"$4,400/mo",2bds,1ba,960sqft,"2720 College Ave #4, Berkeley, CA 94705",2022-04-17
"$3,100+1 bd","$4,450+2 bds",,,"1815 Spruce St, Berkeley, CA",2022-04-17
"$4,260/mo",1bd,1ba,788sqft,"2530 Shattuck Ave FLOOR 2-ID720, Berkeley, CA 94704",2022-04-17
"$2,050+1 bd","$6,395+4 bds",,,"2233 Channing Way | 2233 Channing Way, Berkeley, CA",2022-04-17
"$5,895/mo",3bds,1ba,"1,200sqft","3 bed, 1200 sqft, $5,895, 1850 Arch St APT 4, Berkeley, CA 94709",2022-04-17
"$3,000/mo",2bds,1ba,930sqft,"1228 Evelyn Ave, Berkeley, CA 94706",2022-04-17
"$3,250/mo",1bd,1.5ba,950sqft,"2125 Woolsey St, Berkeley, CA 94705",2022-04-17
"$2,100/mo",1bd,1ba,600sqft,"2511 Prince Street, 2511 Prince St APT 2, Berkeley, CA 94705",2022-04-17
"$3,300/mo",2bds,1ba,950sqft,"2326 Prince St, Berkeley, CA 94705",2022-04-17
"$2,500/mo",1bd,1ba,476sqft,"(undisclosed Address), Berkeley, CA 94708",2022-04-17
