price,type,bathrooms,size,address,date
"$2,939+Studio","$3,553+1 bd","$4,181+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-02-10
"$2,200/mo",2bds,1ba,600sqft,"2322 Bonar St #B, Berkeley, CA 94702",2022-02-10
"$2,495/mo",1bd,1ba,--sqft,"1511 Milvia St #1515-1/2, Berkeley, CA 94709",2022-02-10
"$3,084+Studio","$3,294+1 bd","$4,389+2 bds","$6,214+3 bds","Sterling Berkeley Collection | 1916 Oxford St, Berkeley, CA",2022-02-10
"$2,602+Studio","$2,882+1 bd","$3,556+2 bds",,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-02-10
"$2,768+Studio","$2,929+1 bd","$4,049+2 bds",,"Higby | 3015 San Pablo Ave, Berkeley, CA",2022-02-10
"$2,100/mo",1bd,1ba,550sqft,"2835 California St APT 3, Berkeley, CA 94703",2022-02-10
"$2,975+Studio","$3,715+1 bd",,,"The Addison | 1950 Addison St, Berkeley, CA",2022-02-10
"$2,595/mo",2bds,1ba,--sqft,"1615 Parker St APT 2, Berkeley, CA 94703",2022-02-10
"$1,787+1 bd","$3,295+2 bds",,,"1901 Dwight Way | 1901 Dwight Way, Berkeley, CA",2022-02-10
"$2,950+/mo",2bds,1ba,590sqft,"2398 Parker St APT 13, Berkeley, CA 94704",2022-02-10
"$2,895+2 bds",,,,"Isle of Dwight - 11 | 2750 Dwight Way, Berkeley, CA",2022-02-10
"$2,850+/mo",2bds,1ba,--sqft,"2501 Benvenue Ave APT 20, Berkeley, CA 94704",2022-02-10
"$2,950+/mo",2bds,1ba,590sqft,"2398 Parker St APT 8, Berkeley, CA 94704",2022-02-10
"$1,750/mo",1bd,1ba,--sqft,"1627 Fairview St #A, Berkeley, CA 94703",2022-02-10
"$1,895/mo",1bd,1ba,--sqft,"2113 10th St #5, Berkeley, CA 94710",2022-02-10
"$6,800/mo",4bds,2ba,"1,600sqft","2343 Dwight Way #3, Berkeley, CA 94704",2022-02-10
"$2,800/mo",1bd,1ba,600sqft,"1258 Virginia St, Berkeley, CA 94702",2022-02-10
"$1,595/mo",Studio,1ba,--sqft,"1896 9th St #1896, Berkeley, CA 94710",2022-02-10
"$3,459+2 bds",,,,"Hillside Village | 1801 Shattuck Ave, Berkeley, CA",2022-02-10
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-02-10
"$2,677+Studio","$4,230+2 bds",,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-02-10
"$3,859+1 bd","$4,388+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2022-02-10
"$2,500/mo",1bd,1ba,500sqft,"(undisclosed Address), Berkeley, CA 94702",2022-02-10
"$2,770+1 bd","$3,710+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-02-10
"$3,559+2 bds","$4,920+3 bds",,,"1122U | 1122 University Ave, Berkeley, CA",2022-02-10
"$2,811+Studio","$3,475+2 bds",,,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-02-10
"$3,233+1 bd","$5,031+2 bds",,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-02-10
$594/mo,Studio,--ba,132sqft,"919 The Alameda UNIT 9, Berkeley, CA 94707",2022-02-10
$657/mo,Studio,--ba,146sqft,"919 The Alameda #5, Berkeley, CA 94707",2022-02-10
$536+Studio,,,,"925 The Alameda, Berkeley, CA",2022-02-10
$729/mo,Studio,--ba,162sqft,"925 The Alameda SUITE 11, Berkeley, CA 94707",2022-02-10
"$3,063+Studio","$3,333+1 bd","$4,638+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-02-10
"$2,850/mo",Studio,1ba,455sqft,"2530 Shattuck Ave FLOOR 3-ID724, Berkeley, CA 94704",2022-02-10
"$2,095+1 bd","$2,995+2 bds",,,"Shattuck Apartments | 2300-2350 Shattuck Sq, Berkeley, CA",2022-02-10
"$3,900/mo",3bds,1ba,950sqft,"(undisclosed Address), Berkeley, CA 94709",2022-02-10
"$2,300/mo",2bds,1ba,750sqft,"2215 Bonar St #B, Berkeley, CA 94702",2022-02-10
"$3,800/mo",2bds,1ba,"1,108sqft","1419 Milvia St #A, Berkeley, CA 94709",2022-02-10
"$3,600/mo",2bds,1ba,--sqft,"1821 Spruce St, Berkeley, CA 94709",2022-02-10
"$3,875/mo",3bds,2ba,"1,000sqft","3411L Adeline St #4, Berkeley, CA 94703",2022-02-10
