price,type,bathrooms,size,address,date
"$3,300/mo",2bds,1ba,950sqft,"2326 Prince St #A, Berkeley, CA 94705",2020-08-29
"$1,900/mo",Studio,1ba,550sqft,"2116 Essex St #A, Berkeley, CA 94705",2020-08-29
"$2,500/mo",1bd,1ba,--sqft,"1406 Henry St #1, Berkeley, CA 94709",2020-08-29
"$2,500/mo",1bd,1ba,700sqft,"1845 Francisco St, Berkeley, CA 94703",2020-08-29
"$2,395/mo",2bds,1ba,500sqft,"3216 Baker St APT D, Berkeley, CA 94702",2020-08-29
"$4,500/mo",2bds,1ba,800sqft,"1731 California St #5, Berkeley, CA 94703",2020-08-29
"$2,200/mo",1bd,1ba,588sqft,"1 bed, 1.0 bath, 588 sqft, $2,200, 1812",2020-08-29
"$3,799/mo",2bds,1ba,"1,000sqft","2533 Hillegass Ave APT 201, Berkeley, CA 94704",2020-08-29
"$3,900/mo",3bds,1.5ba,"1,000sqft","1435 Bonita Ave #3, Berkeley, CA 94709",2020-08-29
"$2,550/mo",2bds,1ba,--sqft,"2526 Ellsworth St APT 1, Berkeley, CA 94704",2020-08-29
"$2,300/mo",1bd,1ba,550sqft,"2409 Carleton St APT 3, Berkeley, CA 94704",2020-08-29
"$2,990+/mo",2bds,1ba,800sqft,"2554 Virginia St, Virginia",2020-08-29
"$2,750/mo",2bds,1ba,940sqft,"2230 Blake St #B, Berkeley, CA 94704",2020-08-29
"$3,600/mo",3bds,2ba,"1,200sqft","1836 Cedar St #1, Berkeley, CA 94703",2020-08-29
"$2,500/mo",2bds,1ba,700sqft,"1316 Burnett St #4, Berkeley, CA 94702",2020-08-29
"$1,995/mo",1bd,1ba,650sqft,"2207 5th St, Berkeley, CA 94710",2020-08-29
"$3,600/mo",2bds,1ba,"1,200sqft","2655 Virginia St #B, Berkeley, CA 94709",2020-08-29
"$3,950/mo",3bds,2ba,"1,500sqft","3130 College Ave, Berkeley, CA 94705",2020-08-29
"$1,725/mo",Studio,1ba,400sqft,"2639 Fulton St #A, Berkeley, CA 94704",2020-08-29
"$1,900/mo",1bd,1ba,--sqft,"1936 Stuart St APT 6, Berkeley, CA 94703",2020-08-29
