price,type,bathrooms,size,address,date
"$1,975+1 bd","$2,350+2 bds",,,"2914 Adeline Street | 2914 Adeline St, Berkeley, CA",2022-04-11
"$5,250/mo",1bd,1ba,739sqft,"2530 Shattuck Ave FLOOR 3-ID719, Berkeley, CA 94704",2022-04-11
"$3,110+Studio","$3,600+1 bd",,,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-04-11
"$2,989+Studio","$2,679+1 bd","$4,079+2 bds","$6,214+3 bds","Sterling Berkeley Collection | 2116 Allston Way, Berkeley, CA",2022-04-11
"$2,600/mo",1bd,1ba,725sqft,"936 Bancroft Way, Berkeley, CA 94710",2022-04-11
"$4,600/mo",3bds,2ba,"1,150sqft","1322 Shattuck Ave, 1322 Shattuck Ave APT 205, Berkeley, CA 94709",2022-04-11
"$2,275+Studio","$2,695+1 bd","$3,695+2 bds",,"Addison Arts Apartments | 1935 Addison St, Berkeley, CA",2022-04-11
"$2,150/mo",1bd,1ba,250sqft,"2639 College Ave., 2639 College Ave APT 2, Berkeley, CA 94704",2022-04-11
"$3,600/mo",2bds,1ba,"1,100sqft","1002 Grayson St, Berkeley, CA 94710",2022-04-11
"$2,099/mo",1bd,1ba,600sqft,"2009 McGee Ave APT 4, Berkeley, CA 94703",2022-04-11
"$2,195+1 bd","$2,695+2 bds",,,"Hopkins Park | 1260 Hopkins St, Berkeley, CA",2022-04-11
"$2,596+Studio","$3,559+2 bds","$4,776+3 bds","$7,135+5 bds","1122U | 1122 University Ave, Berkeley, CA",2022-04-11
"$2,461+Studio","$2,868+1 bd","$3,600+2 bds",,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-04-11
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-04-11
"$2,095+1 bd",,,,"2521 Regent St, Berkeley, CA",2022-04-11
"$2,475/mo",2bds,1ba,700sqft,"2731 Grant St #B, Berkeley, CA 94703",2022-04-11
"$2,595+Studio","$4,795+2 bds","$6,295+3 bds",,"The Granada | 2510 Bancroft Way, Berkeley, CA",2022-04-11
"$3,149+1 bd","$6,310+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2022-04-11
"$2,450/mo",1bd,1ba,700sqft,"1277 Martin Luther King Jr Way, Berkeley, CA 94709",2022-04-11
"$2,975+Studio","$3,715+1 bd",,,"The Addison | 1950 Addison St, Berkeley, CA",2022-04-11
"$3,300/mo",2bds,1ba,700sqft,"1609 Bonita Ave APT 5, Berkeley, CA 94709",2022-04-11
"$1,900+/mo",1bd,1ba,600sqft,"M B Apartments, 1945 Berkeley Way, Berkeley, CA 94704",2022-04-11
"$3,063+Studio","$3,358+1 bd","$4,662+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-04-11
"$3,950/mo",2bds,1ba,"1,000sqft","3046 Wheeler St #3046, Berkeley, CA 94705",2022-04-11
"$2,370+1 bd","$3,995+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-04-11
"$3,134+1 bd",,,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-04-11
"$2,800+Studio","$3,922+1 bd","$4,332+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-04-11
"$1,800+Studio","$2,000+1 bd","$1,650+2 bds",,"Stadium Place | 2310 Fulton St, Berkeley, CA",2022-04-11
"$4,199/mo",2bds,1ba,"1,100sqft","1715 Spruce St APT 7, Berkeley, CA 94709",2022-04-11
"$2,836+Studio","$3,152+1 bd","$3,793+2 bds",,"Higby | 3015 San Pablo Ave, Berkeley, CA",2022-04-11
"$2,739+Studio","$4,410+2 bds",,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-04-11
"$2,900+1 bd","$3,900+2 bds",,,"2530 College Ave, Berkeley, CA",2022-04-11
"$4,500+2 bds",,,,"Telegraph Gardens | 3001 Telegraph Ave, Berkeley, CA",2022-04-11
"$2,995/mo",2bds,1ba,--sqft,"2 bed, $2,995, 2505 Virginia St #6, Berkeley, CA 94709",2022-04-11
"$2,950+2 bds",,,,"2610 Hillegass Ave | 2610 Hillegass Ave, Berkeley, CA",2022-04-11
"$4,500/mo",3bds,2ba,"1,194sqft","2819 Derby Street, 2819 Derby St APT 301, Berkeley, CA 94705",2022-04-11
"$5,395/mo",4bds,1.5ba,927sqft,"2 bed, 1.5 bath, $5,195, 2021 Haste St, Berkeley, CA 94704",2022-04-11
"$2,395/mo",1bd,1ba,"1,000sqft","2201 Prince St, Berkeley, CA 94705",2022-04-11
"$2,095+1 bd","$2,495+2 bds","$6,595+4 bds",,"2009-2011 Haste St. | 2009-2011 Haste St, Berkeley, CA",2022-04-11
"$1,575/mo",1bd,1ba,--sqft,"1806 62nd St #1, Berkeley, CA 94703",2022-04-11
