price,type,bathrooms,size,address,date
"$3,984+1 bd","$4,309+2 bds",,,"Berkeley Central | 2055 Center St, Berkeley, CA",2022-02-01
"$3,311+Studio","$3,665+1 bd","$3,975+2 bds",,"Modera Berkeley | 2119 University Ave, Berkeley, CA",2022-02-01
"$4,920/mo",3bds,2ba,"1,005sqft","1122 University Ave APT 504, Berkeley, CA 94702",2022-02-01
"$2,582+Studio","$2,897+1 bd","$3,822+2 bds",,"Aquatic Fourth Street | 2010 5th St, Berkeley, CA",2022-02-01
"$3,875+3 bds",,,,"3411F Adeline St, Berkeley, CA",2022-02-01
"$3,700/mo",2bds,1ba,960sqft,"1328 La Loma Ave, Berkeley, CA 94708",2022-02-01
"$2,300/mo",1bd,1ba,675sqft,"2328 Roosevelt Ave #B, Berkeley, CA 94703",2022-02-01
"$2,250/mo",1bd,1ba,480sqft,"1821 Berkeley Way #A, Berkeley, CA 94703",2022-02-01
"$3,150/mo",1bd,1ba,872sqft,"2701 Prince St APT 2, Berkeley, CA 94705",2022-02-01
"$3,800/mo",3bds,1ba,"1,200sqft","1115 Jones St, Berkeley, CA 94702",2022-02-01
"$2,950/mo",1bd,1ba,900sqft,"2310 Parker St #2310, Berkeley, CA 94704",2022-02-01
"$4,200/mo",3bds,2ba,"1,700sqft","(undisclosed Address), Berkeley, CA 94703",2022-02-01
"$2,475/mo",2bds,1ba,822sqft,"1522 Prince St #E, Berkeley, CA 94703",2022-02-01
"$3,750/mo",2bds,2ba,"1,100sqft","2700 Woolsey St APT 4, Berkeley, CA 94705",2022-02-01
"$2,200/mo",2bds,1ba,700sqft,"1616 Berkeley Way, Berkeley, CA 94703",2022-02-01
"$2,275/mo",1bd,1ba,550sqft,"3250 California St, Berkeley, CA 94703",2022-02-01
"$2,200+1 bd",,,,"2015 Haste St. | 2015 Haste St, Berkeley, CA",2022-02-01
"$3,950/mo",3bds,2ba,"1,025sqft","1329 Curtis St APT B, Berkeley, CA 94702",2022-02-01
"$1,900+/mo",1bd,1ba,600sqft,"1945 Berkeley Way #87BB4062F, Berkeley, CA 94704",2022-02-01
"$2,768+Studio","$2,929+1 bd","$4,049+2 bds",,"Higby | 3015 San Pablo Ave, Berkeley, CA",2022-02-01
"$3,459+2 bds",,,,"Hillside Village | 1801 Shattuck Ave, Berkeley, CA",2022-02-01
"$2,950+Studio","$3,225+1 bd","$4,550+2 bds",,"Parker | 2038 Parker St, Berkeley, CA",2022-02-01
"$3,100/mo",1bd,1ba,800sqft,"2620 Stuart St APT 2, Berkeley, CA 94705",2022-02-01
"$3,222+1 bd",,,,"The Dwight | 2121 Dwight Way, Berkeley, CA",2022-02-01
"$2,677+Studio","$4,230+2 bds",,,"Aquatic Shattuck | 2640 Shattuck Ave, Berkeley, CA",2022-02-01
"$2,200/mo",Studio,1ba,534sqft,"2908 Hillegass Ave #C, Berkeley, CA 94705",2022-02-01
"$2,770+1 bd","$3,600+2 bds",,,"Avalon Berkeley | 651 Addison St, Berkeley, CA",2022-02-01
"$2,760+Studio","$2,978+1 bd","$4,571+2 bds",,"Jones Berkeley | 1080 Jones St, Berkeley, CA",2022-02-01
"$3,715+1 bd",,,,"The Addison | 1950 Addison St, Berkeley, CA",2022-02-01
"$3,063+Studio","$3,333+1 bd","$4,638+2 bds",,"Blake at Berkley | 2033 Blake St, Berkeley, CA",2022-02-01
"$2,495/mo",2bds,1ba,850sqft,"2226 7th St APT E, Berkeley, CA 94710",2022-02-01
"$1,995+Studio","$2,895+2 bds",,,"2241 Durant Ave. | 2241 Durant Ave, Berkeley, CA",2022-02-01
"$1,995+Studio","$1,995+1 bd",,,"2545 Benvenue Ave. | 2545 Benvenue Ave, Berkeley, CA",2022-02-01
"$3,195+2 bds",,,,"2028 Dwight Way | 2028 Dwight Way, Berkeley, CA",2022-02-01
"$2,095+1 bd","$2,800+2 bds",,,"2030 Dwight Way | 2030 Dwight Way, Berkeley, CA",2022-02-01
"$3,495+2 bds",,,,"Telegraph Bays | 2616 Telegraph Ave, Berkeley, CA",2022-02-01
"$2,095+1 bd",,,,"Parker House | 2511-2515 Parker St, Berkeley, CA",2022-02-01
"$2,095+1 bd","$2,795+2 bds",,,"Shattuck Apartments | 2300-2350 Shattuck Sq, Berkeley, CA",2022-02-01
"$2,695/mo",2bds,1ba,350sqft,"2456-2460 Parker St #12334067, Berkeley, CA 94704",2022-02-01
"$2,000/mo",1bd,1ba,400sqft,"2728-2730 Benvenue Ave #12334079, Berkeley, CA 94705",2022-02-01
